riddle_id,entity_id,role
1002,587,mentioned
1003,9,mentioned
1004,9,mentioned
1004,71,mentioned
1005,9,mentioned
1006,6,mentioned
1006,412,mentioned
1006,587,mentioned
1007,19,mentioned
1007,412,mentioned
1007,587,mentioned
1008,133,mentioned
1008,412,mentioned
1008,587,mentioned
1008,655,mentioned
1009,21,mentioned
1009,89,mentioned
1009,133,mentioned
1009,412,mentioned
1009,554,mentioned
1009,587,mentioned
1012,4,mentioned
1012,89,mentioned
1012,133,mentioned
1012,412,mentioned
1012,562,mentioned
1012,587,mentioned
1013,1,mentioned
1013,71,mentioned
1013,133,mentioned
1013,412,mentioned
1013,734,mentioned
1014,71,mentioned
1014,133,mentioned
1014,412,mentioned
1014,735,mentioned
1015,1,mentioned
1015,131,mentioned
1015,133,mentioned
1015,135,mentioned
1015,412,mentioned
1015,736,mentioned
1016,91,mentioned
1016,133,mentioned
1016,412,mentioned
1016,737,mentioned
1017,17,mentioned
1017,133,mentioned
1017,135,mentioned
1017,412,mentioned
1018,133,mentioned
1018,135,mentioned
1018,412,mentioned
1018,738,mentioned
1019,7,mentioned
1019,133,mentioned
1019,412,mentioned
1019,739,mentioned
1020,1,mentioned
1020,91,mentioned
1020,133,mentioned
1020,412,mentioned
1020,740,mentioned
1021,18,mentioned
1021,91,mentioned
1021,133,mentioned
1021,412,mentioned
1021,741,mentioned
1022,133,mentioned
1022,135,mentioned
1022,489,mentioned
1022,742,mentioned
1023,133,mentioned
1023,743,mentioned
1024,133,mentioned
1024,135,mentioned
1024,744,mentioned
1025,133,mentioned
1025,412,mentioned
1025,745,mentioned
1026,133,mentioned
1026,746,mentioned
1027,133,mentioned
1027,747,mentioned
1028,133,mentioned
1028,412,mentioned
1028,748,mentioned
1029,131,mentioned
1029,133,mentioned
1029,412,mentioned
1029,749,mentioned
1030,133,mentioned
1030,412,mentioned
1030,750,mentioned
1031,133,mentioned
1035,133,mentioned
1035,557,mentioned
1035,658,mentioned
1036,133,mentioned
1036,557,mentioned
1036,658,mentioned
1036,667,mentioned
1036,751,mentioned
1037,133,mentioned
1037,557,mentioned
1037,658,mentioned
1038,133,mentioned
1038,557,mentioned
1038,658,mentioned
1039,122,mentioned
1039,133,mentioned
1039,412,mentioned
1039,667,mentioned
1040,122,mentioned
1040,133,mentioned
1040,412,mentioned
1040,667,mentioned
1041,133,mentioned
1041,412,mentioned
1041,667,mentioned
1042,133,mentioned
1042,412,mentioned
1042,667,mentioned
1043,20,mentioned
1043,133,mentioned
1043,667,mentioned
1043,672,mentioned
1044,133,mentioned
1044,412,mentioned
1044,667,mentioned
1045,133,mentioned
1045,412,mentioned
1045,667,mentioned
1045,752,mentioned
1047,412,mentioned
1047,587,mentioned
